4.585	5.397	16.2117	-0.5739	-0.5672	-0.57055
4.622	5.397	15.6445	-0.5672	-0.5605	-0.56385
4.659	5.397	15.084	-0.5605	-0.5536	-0.55705
4.696	5.397	14.5304	-0.5536	-0.5468	-0.5502
4.733	5.397	13.9836	-0.5468	-0.5397	-0.54325
4.769	5.397	13.4439	-0.5397	-0.5327	-0.5362
4.806	5.397	12.9112	-0.5327	-0.5256	-0.52915
4.843	5.397	12.3856	-0.5256	-0.5185	-0.52205
4.88	5.397	11.8671	-0.5185	-0.5113	-0.5149
4.917	5.397	11.3558	-0.5113	-0.5041	-0.5077
4.954	5.397	10.8517	-0.5041	-0.4968	-0.50045
4.99	5.397	10.3549	-0.4968	-0.4896	-0.4932
5.027	5.397	9.8653	-0.4896	-0.4823	-0.48595
5.064	5.397	9.383	-0.4823	-0.475	-0.47865
5.101	5.397	8.908	-0.475	-0.4677	-0.47135
5.138	5.397	8.4403	-0.4677	-0.4605	-0.4641
5.175	5.397	7.9798	-0.4605	-0.4531	-0.4568
5.211	5.397	7.5267	-0.4531	-0.4459	-0.4495
5.248	5.397	7.0808	-0.4459	-0.4387	-0.4423
5.285	5.397	6.6421	-0.4387	-0.4314	-0.43505
5.322	5.397	6.2107	-0.4314	-0.4242	-0.4278
5.359	5.397	5.7865	-0.4242	-0.417	-0.4206
5.396	5.397	5.3695	-0.417	-0.41	-0.4135
5.432	5.397	4.9595	-0.41	-0.4028	-0.4064
5.469	5.397	4.5567	-0.4028	-0.3957	-0.39925
5.506	5.397	4.161	-0.3957	-0.3887	-0.3922
5.543	5.397	3.7723	-0.3887	-0.3818	-0.38525
5.58	5.397	3.3905	-0.3818	-0.3748	-0.3783
5.617	5.397	3.0157	-0.3748	-0.368	-0.3714
5.653	5.397	2.6477	-0.368	-0.3612	-0.3646
5.69	5.397	2.2865	-0.3612	-0.3544	-0.3578
5.727	5.397	1.9321	-0.3544	-0.3478	-0.3511
5.764	5.397	1.5843	-0.3478	-0.3411	-0.34445
5.801	5.397	1.2432	-0.3411	-0.3345	-0.3378
5.838	5.397	0.9087	-0.3345	-0.3281	-0.3313
5.874	5.397	0.5806	-0.3281	-0.3216	-0.32485
5.911	5.397	0.259	-0.3216	-0.3153	-0.31845
5.948	5.397	-0.0563	-0.3153	-0.309	-0.31215
5.985	5.397	-0.3653	-0.309	-0.3028	-0.3059
6.022	5.397	-0.6681	-0.3028	-0.2966	-0.2997
6.059	5.397	-0.9647	-0.2966	-0.2906	-0.2936
6.095	5.397	-1.2553	-0.2906	-0.2846	-0.2876
6.132	5.397	-1.5399	-0.2846	-0.2787	-0.28165
6.169	5.397	-1.8186	-0.2787	-0.2728	-0.27575
6.206	5.397	-2.0914	-0.2728	-0.2671	-0.26995
6.243	5.397	-2.3585	-0.2671	-0.2614	-0.26425
6.28	5.397	-2.6199	-0.2614	-0.2558	-0.2586
6.316	5.397	-2.8757	-0.2558	-0.2502	-0.253
6.353	5.397	-3.1259	-0.2502	-0.2449	-0.24755
6.39	5.397	-3.3708	-0.2449	-0.2394	-0.24215
6.427	5.397	-3.6102	-0.2394	-0.2342	-0.2368
6.464	5.397	-3.8444	-0.2342	-0.2289	-0.23155
6.5	5.397	-4.0733	-0.2289	-0.2239	-0.2264
6.537	5.397	-4.2972	-0.2239	-0.2187	-0.2213
6.574	5.397	-4.5159	-0.2187	-0.2138	-0.21625
6.611	5.397	-4.7297	-0.2138	-0.2089	-0.21135
6.648	5.397	-4.9386	-0.2089	-0.2041	-0.2065
6.685	5.397	-5.1427	-0.2041	-0.1993	-0.2017
6.721	5.397	-5.342	-0.1993	-0.1947	-0.197
6.758	5.397	-5.5367	-0.1947	-0.19	-0.19235
