x (mm),y (mm),intensity (arb. units)
20.75,-44.25,1.5021831972648305e-06
21.25,-44.25,1.4598022199997353e-06
21.75,-44.25,1.41793304531941e-06
22.25,-44.25,1.3767144166006587e-06
22.75,-44.25,1.336269387429934e-06
23.25,-44.25,1.2966975135525818e-06
23.75,-44.25,1.2580689568490469e-06
24.25,-44.25,1.2204220015199004e-06
24.75,-44.25,1.1837649837145055e-06
25.25,-44.25,1.1480812504435082e-06
25.75,-44.25,1.1133356055506314e-06
26.25,-44.25,1.0794809336781098e-06
26.75,-44.25,1.0464623081865553e-06
27.25,-44.25,1.0142175981572136e-06
27.75,-44.25,9.826756506856235e-07
28.25,-44.25,9.517529600910701e-07
28.75,-44.25,9.213495808165292e-07
29.25,-44.25,8.913454479553667e-07
29.75,-44.25,8.615977144382172e-07
30.25,-44.25,8.319387710789501e-07
30.75,-44.25,8.021749287682789e-07
31.25,-44.25,7.720863709126401e-07
31.75,-44.25,7.414294907239664e-07
32.25,-44.25,7.099436435017358e-07
32.75,-44.25,6.773643916321195e-07
33.25,-44.25,6.434447533583457e-07
33.75,-44.25,6.079840855752132e-07
34.25,-44.25,5.708626051881417e-07
34.75,-44.25,5.320775561998129e-07
35.25,-44.25,4.917739586941918e-07
35.75,-44.25,4.502649434645219e-07
36.25,-44.25,4.080359312839704e-07
36.75,-44.25,3.657282656425101e-07
37.25,-44.25,3.2410255483181494e-07
37.75,-44.25,2.839843208160756e-07
38.25,-44.25,2.4619796585569153e-07
38.75,-44.25,2.114981468022636e-07
39.25,-44.25,1.8050837194700686e-07
39.75,-44.25,1.5367589912051416e-07
40.25,-44.25,1.3124821903212858e-07
40.75,-44.25,1.1327261991532084e-07
41.25,-44.25,9.961416988027675e-08
41.75,-44.25,8.99858050851147e-08
42.25,-44.25,8.398133824873228e-08
42.75,-44.25,8.110430752439309e-08
43.25,-44.25,8.078826843834602e-08
43.75,-44.25,8.238568070611763e-08
44.25,-44.25,8.518423351032508e-08
44.75,-44.25,8.849786299199917e-08
