x (mm),y (mm),intensity (arb. units)
26.25,-44.25,1.1100956282252578e-06
26.75,-44.25,1.073900193581189e-06
27.25,-44.25,1.0385634025758993e-06
27.75,-44.25,1.0041481108934231e-06
28.25,-44.25,9.706705779559544e-07
28.75,-44.25,9.380895219680325e-07
29.25,-44.25,9.06301511576729e-07
29.75,-44.25,8.751409908400239e-07
30.25,-44.25,8.443850555509492e-07
30.75,-44.25,8.13762543124121e-07
31.25,-44.25,7.829661149744338e-07
31.75,-44.25,7.516675637356851e-07
32.25,-44.25,7.195368785523239e-07
32.75,-44.25,6.862650186345076e-07
33.25,-44.25,6.515899911846548e-07
33.75,-44.25,6.153244243322224e-07
34.25,-44.25,5.773833517117538e-07
34.75,-44.25,5.37808877579003e-07
35.25,-44.25,4.96788482756609e-07
35.75,-44.25,4.546642147957833e-07
36.25,-44.25,4.119289744291748e-07
36.75,-44.25,3.692087484834361e-07
37.25,-44.25,3.2722930451468836e-07
37.75,-44.25,2.867690100907403e-07
38.25,-44.25,2.486020933336728e-07
38.75,-44.25,2.1343844077382676e-07
39.25,-44.25,1.8186783683045266e-07
39.75,-44.25,1.5431738035057814e-07
40.25,-44.25,1.3102749847458484e-07
40.75,-44.25,1.1204916157152008e-07
41.25,-44.25,9.726011319557641e-08
41.75,-44.25,8.639425890865299e-08
42.25,-44.25,7.907629977243543e-08
42.75,-44.25,7.485390130025093e-08
43.25,-44.25,7.321934887843686e-08
43.75,-44.25,7.360649014592809e-08
44.25,-44.25,7.539374535207261e-08
44.75,-44.25,7.79852334372424e-08
-44.75,-43.75,1.0508161956052561e-07
-44.25,-43.75,1.0137915058582925e-07
-43.75,-43.75,1.0052081286674565e-07
-43.25,-43.75,1.0277131369953203e-07
-42.75,-43.75,1.0808937541567743e-07
-42.25,-43.75,1.1627830238157046e-07
-41.75,-43.75,1.2701760000456507e-07
-41.25,-43.75,1.398968890358573e-07
-40.75,-43.75,1.5445185918787077e-07
-40.25,-43.75,1.702014484036211e-07
-39.75,-43.75,1.8668362417611273e-07
-39.25,-43.75,2.034865087616881e-07
-38.75,-43.75,2.2027191107604804e-07
-38.25,-43.75,2.3678911940716392e-07
